The GSE48466 mRNA expression profile dataset.;;;;;
ID;adj.P.Val;P.Value;logFC;Gene.symbol;Gene.title
202974_at;0,0401;0,0103;-0,45128119;MPP1;membrane palmitoylated protein 1
227654_at;0,0401;0,0103;0,95289089;FAM65C;family with sequence similarity 65 member C
212673_at;0,0401;0,0103;-0,32662285;METAP1;methionyl aminopeptidase 1
228727_at;0,0401;0,0103;-1,21376897;ANXA11;annexin A11
219887_at;0,0401;0,0103;0,66729677;CCDC87;coiled-coil domain containing 87
205956_x_at;0,0401;0,0103;-0,39178768;PSMC3IP;PSMC3 interacting protein
236225_at;0,0401;0,0103;0,4310319;GGT6;gamma-glutamyltransferase 6
202224_at;0,0401;0,0103;0,28945096;CRK;CRK proto-oncogene, adaptor protein
1557014_a_at;0,0401;0,0103;-2,02330319;FAM201A;family with sequence similarity 201 member A
1554418_s_at;0,0402;0,0103;0,41024041;SPOCK3;sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3
220643_s_at;0,0402;0,0103;-0,66148322;FAIM;Fas apoptotic inhibitory molecule
214764_at;0,0402;0,0103;-1,62507525;RRP15;ribosomal RNA processing 15 homolog
218993_at;0,0402;0,0103;-0,26609813;MRM3;mitochondrial rRNA methyltransferase 3
208559_at;0,0402;0,0103;0,63008092;PDX1;pancreatic and duodenal homeobox 1
229012_at;0,0402;0,0103;-1,20595284;C9orf24;chromosome 9 open reading frame 24
220397_at;0,0402;0,0103;-0,78648395;MDM1;Mdm1 nuclear protein
216107_at;0,0402;0,0103;0,65741237;LOC100129503;uncharacterized LOC100129503
205517_at;0,0402;0,0103;0,36883995;GATA4;GATA binding protein 4
201944_at;0,0402;0,0103;0,22321987;HEXB;hexosaminidase subunit beta
201425_at;0,0402;0,0103;-0,55105549;ALDH2;aldehyde dehydrogenase 2 family (mitochondrial)
206729_at;0,0403;0,0103;-0,44485615;TNFRSF8;TNF receptor superfamily member 8
217844_at;0,0403;0,0103;0,29304732;CTDSP1;CTD small phosphatase 1
222803_at;0,0403;0,0104;-0,29250251;PRTFDC1;phosphoribosyl transferase domain containing 1
215812_s_at;0,0403;0,0104;0,45341109;SLC6A10PB///SLC6A10P///SLC6A8;solute carrier family 6 member 8 pseudogene///solute carrier family 6 member 10, pseudogene///solute carrier family 6 member 8
1552912_a_at;0,0403;0,0104;-1,09842909;IL23R;interleukin 23 receptor
231869_at;0,0403;0,0104;-0,68373015;KIAA1586;KIAA1586
239216_at;0,0403;0,0104;-0,9440776;TEKT1;tektin 1
218636_s_at;0,0404;0,0104;-0,21470542;MAN1B1;mannosidase alpha class 1B member 1
226455_at;0,0404;0,0104;-0,6555425;CREB3L4;cAMP responsive element binding protein 3 like 4
201907_x_at;0,0404;0,0104;0,21018439;DVL3;dishevelled segment polarity protein 3
202567_at;0,0404;0,0104;-0,26887377;SNRPD3;small nuclear ribonucleoprotein D3 polypeptide
219375_at;0,0404;0,0104;-0,37271038;CEPT1;choline/ethanolamine phosphotransferase 1
206912_at;0,0404;0,0104;1,02507647;FOXE1;forkhead box E1
231728_at;0,0404;0,0104;-1,19755972;CAPS;calcyphosine
36030_at;0,0404;0,0104;0,35184146;IFFO1;intermediate filament family orphan 1
229776_at;0,0404;0,0104;-0,34461325;SLCO3A1;solute carrier organic anion transporter family member 3A1
225302_at;0,0405;0,0104;-0,46376428;TMX3;thioredoxin related transmembrane protein 3
237099_at;0,0405;0,0104;-0,63393418;BPIFA2;BPI fold containing family A member 2
208146_s_at;0,0405;0,0104;-0,66985697;CPVL;carboxypeptidase, vitellogenic like
231846_at;0,0405;0,0104;-0,55374788;FOXRED2;FAD dependent oxidoreductase domain containing 2
226599_at;0,0405;0,0104;0,37380494;FHDC1;FH2 domain containing 1
239015_at;0,0405;0,0104;-0,35579547;THAP7-AS1;THAP7 antisense RNA 1
203886_s_at;0,0405;0,0104;-0,71170512;FBLN2;fibulin 2
217631_at;0,0405;0,0104;-0,82360294;GTPBP4;GTP binding protein 4
1320_at;0,0405;0,0104;-0,28085996;PTPN21;protein tyrosine phosphatase, non-receptor type 21
216084_at;0,0406;0,0105;-0,51228033;FAM205BP;transmembrane protein C9orf144B pseudogene
222909_s_at;0,0406;0,0105;-0,33844489;BAG4;BCL2 associated athanogene 4
230093_at;0,0406;0,0105;-1,09270047;RSPH1;radial spoke head 1 homolog
1560038_at;0,0406;0,0105;0,45736842;LOC100506071;uncharacterized LOC100506071
233869_x_at;0,0406;0,0105;0,59313211;DKFZP586B0319;DKFZP586B0319 protein
1564402_at;0,0406;0,0105;8,63463168;LOC146795;uncharacterized LOC146795
1558888_x_at;0,0406;0,0105;-0,45130442;ZNF816-ZNF321P///ZNF321P;ZNF816-ZNF321P readthrough///zinc finger protein 321, pseudogene
225029_at;0,0406;0,0105;-0,26057626;LINC01420;long intergenic non-protein coding RNA 1420
202962_at;0,0406;0,0105;0,20929317;KIF13B;kinesin family member 13B
202481_at;0,0406;0,0105;0,29692882;DHRS3;dehydrogenase/reductase 3
225485_at;0,0406;0,0105;-0,75006521;CEP41;centrosomal protein 41
240436_at;0,0406;0,0105;-0,56717873;MIPEPP3;mitochondrial intermediate peptidase pseudogene 3
232384_s_at;0,0406;0,0105;7,35620965;LOC101927272;uncharacterized LOC101927272
205189_s_at;0,0407;0,0105;-0,28126202;FANCC;Fanconi anemia complementation group C
225797_at;0,0407;0,0105;-0,25247236;MRPL54;mitochondrial ribosomal protein L54
225249_at;0,0407;0,0105;-0,85562589;SPPL2B;signal peptide peptidase like 2B
213625_at;0,0407;0,0105;-0,23455213;ZKSCAN4;zinc finger with KRAB and SCAN domains 4
213185_at;0,0407;0,0105;-0,60830715;KIAA0556;KIAA0556
207068_at;0,0407;0,0105;-0,41253666;ZFP37;ZFP37 zinc finger protein
243884_at;0,0407;0,0105;-1,56043092;TEX26;testis expressed 26
236918_s_at;0,0407;0,0105;-1,70336386;LRRC34;leucine rich repeat containing 34
204449_at;0,0407;0,0105;-0,36649728;PDCL;phosducin like
223054_at;0,0408;0,0105;0,72455093;DNAJB11;DnaJ heat shock protein family (Hsp40) member B11
205482_x_at;0,0408;0,0105;-0,22601;SNX15;sorting nexin 15
211562_s_at;0,0408;0,0105;-0,51173286;LMOD1;leiomodin 1
227337_at;0,0408;0,0105;-0,73011509;ANKRD37;ankyrin repeat domain 37
235702_at;0,0408;0,0106;-0,35936702;ZNF225;zinc finger protein 225
231032_at;0,0408;0,0106;0,52871589;LOC286071;uncharacterized LOC286071
203005_at;0,0408;0,0106;0,36762617;LTBR;lymphotoxin beta receptor
221402_at;0,0408;0,0106;-0,5663918;OR1F1;olfactory receptor family 1 subfamily F member 1
229504_at;0,0408;0,0106;-1,04119918;RAB23;RAB23, member RAS oncogene family
236710_at;0,0408;0,0106;-1,25097975;C1orf87;chromosome 1 open reading frame 87
225803_at;0,0409;0,0106;0,53329102;FBXO32;F-box protein 32
243753_at;0,0409;0,0106;-1,31673911;ERICH3;glutamate rich 3
244177_at;0,0409;0,0106;-1,01351775;ING1;inhibitor of growth family member 1
233021_at;0,0409;0,0106;-0,46445581;RBM26-AS1;RBM26 antisense RNA 1
1563993_at;0,0409;0,0106;0,50669714;LOC101929268;uncharacterized LOC101929268
201658_at;0,0409;0,0106;-0,43712961;ARL1;ADP ribosylation factor like GTPase 1
228946_at;0,0409;0,0106;-0,51599588;INTU;inturned planar cell polarity protein
212689_s_at;0,0409;0,0106;-0,33154041;KDM3A;lysine demethylase 3A
1564828_at;0,0409;0,0106;0,29102794;KIAA1211;KIAA1211
1598_g_at;0,0409;0,0106;-0,32104917;GAS6;growth arrest specific 6
238958_at;0,0409;0,0106;-0,66222466;UBE2E1;ubiquitin conjugating enzyme E2 E1
206502_s_at;0,0409;0,0106;1,0147163;INSM1;INSM transcriptional repressor 1
224743_at;0,041;0,0106;-0,62751812;IMPAD1;inositol monophosphatase domain containing 1
219884_at;0,041;0,0106;-0,61578612;LHX6;LIM homeobox 6
215492_x_at;0,041;0,0106;-0,49072342;PTCRA;pre T-cell antigen receptor alpha
1565641_at;0,041;0,0106;0,31018288;C16orf45;chromosome 16 open reading frame 45
220608_s_at;0,041;0,0106;-0,38030354;ZNF770;zinc finger protein 770
219275_at;0,041;0,0106;-0,47141747;PDCD5;programmed cell death 5
1569871_at;0,041;0,0106;0,27493765;LMF1;lipase maturation factor 1
34846_at;0,041;0,0106;0,29402394;CAMK2B;calcium/calmodulin dependent protein kinase II beta
212922_s_at;0,041;0,0106;-0,76941117;SMYD2;SET and MYND domain containing 2
206269_at;0,041;0,0106;1,4328982;GCM1;glial cells missing homolog 1
1570042_a_at;0,041;0,0106;0,51075522;ADAM9;ADAM metallopeptidase domain 9
224074_at;0,0411;0,0106;-0,89149024;VSX1;visual system homeobox 1
221856_s_at;0,0411;0,0106;0,55732583;FAM63A;family with sequence similarity 63 member A
202257_s_at;0,0411;0,0107;0,45803071;CD2BP2;CD2 cytoplasmic tail binding protein 2
231530_s_at;0,0411;0,0107;-0,63856918;C11orf1;chromosome 11 open reading frame 1
206984_s_at;0,0411;0,0107;-0,37405512;RIT2;Ras like without CAAX 2
1558483_at;0,0411;0,0107;-0,76803032;LRRC27;leucine rich repeat containing 27
222408_s_at;0,0411;0,0107;0,23250338;YPEL5;yippee like 5
211774_s_at;0,0411;0,0107;-0,85335663;MMACHC;methylmalonic aciduria (cobalamin deficiency) cblC type, with homocystinuria
202939_at;0,0411;0,0107;-0,27339948;ZMPSTE24;zinc metallopeptidase STE24
1564069_at;0,0411;0,0107;-0,36838224;HOTTIP;HOXA distal transcript antisense RNA
231991_at;0,0412;0,0107;0,4463955;CCM2L;CCM2 like scaffolding protein
217729_s_at;0,0412;0,0107;0,34079071;AES;amino-terminal enhancer of split
209341_s_at;0,0412;0,0107;0,29359165;IKBKB;inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta
219513_s_at;0,0412;0,0107;0,59313914;SH2D3A;SH2 domain containing 3A
234929_s_at;0,0412;0,0107;-0,90277903;SPATA7;spermatogenesis associated 7
212414_s_at;0,0412;0,0107;0,50204161;GLYR1///SEPT6;glyoxylate reductase 1 homolog///septin 6
234121_at;0,0412;0,0107;-0,46624357;LOC100129069;uncharacterized LOC100129069
206660_at;0,0412;0,0107;1,06486492;IGLL1;immunoglobulin lambda like polypeptide 1
238911_at;0,0412;0,0107;-0,54031319;STARD10;StAR related lipid transfer domain containing 10
205628_at;0,0412;0,0107;0,51658163;PRIM2;primase (DNA) subunit 2
219224_x_at;0,0412;0,0107;0,43790852;ZNF408;zinc finger protein 408
215143_at;0,0412;0,0107;-0,66072941;DPY19L2P2;DPY19L2 pseudogene 2
214734_at;0,0412;0,0107;-0,59952151;EXPH5;exophilin 5
231683_at;0,0413;0,0107;0,37793089;GLYAT;glycine-N-acyltransferase
202893_at;0,0413;0,0107;-0,3141584;UNC13B;unc-13 homolog B
1556183_at;0,0413;0,0107;0,3523372;ANKRD36BP2;ankyrin repeat domain 36B pseudogene 2
218661_at;0,0413;0,0107;0,41226426;NAA60;N(alpha)-acetyltransferase 60, NatF catalytic subunit
206713_at;0,0413;0,0107;0,5900987;NTNG1;netrin G1
209824_s_at;0,0413;0,0107;0,43595723;ARNTL;aryl hydrocarbon receptor nuclear translocator like
1553796_at;0,0413;0,0108;-0,72088231;LINC01105;long intergenic non-protein coding RNA 1105
1561281_a_at;0,0413;0,0108;0,73243917;LEMD1-AS1;LEMD1 antisense RNA 1
238008_at;0,0413;0,0108;-1,7662542;PRR18;proline rich 18
1553623_at;0,0413;0,0108;0,84993583;LOC84843;uncharacterized LOC84843
1559033_at;0,0413;0,0108;0,40037001;LINC01018;long intergenic non-protein coding RNA 1018
202461_at;0,0413;0,0108;-0,23168111;EIF2B2;eukaryotic translation initiation factor 2B subunit beta
205327_s_at;0,0413;0,0108;0,38141982;ACVR2A;activin A receptor type 2A
1556514_at;0,0413;0,0108;0,89821141;C12orf74;chromosome 12 open reading frame 74
209196_at;0,0413;0,0108;-0,43301756;WDR46;WD repeat domain 46
236085_at;0,0413;0,0108;-1,19949777;CAPSL;calcyphosine like
202274_at;0,0414;0,0108;0,51899109;ACTG2;actin, gamma 2, smooth muscle, enteric
203667_at;0,0414;0,0108;-0,32143755;TBCA;tubulin folding cofactor A
212274_at;0,0414;0,0108;0,40876901;LPIN1;lipin 1
221448_s_at;0,0414;0,0108;-0,37144289;TEX15;testis expressed 15
239018_at;0,0414;0,0108;-0,46249494;DNAJC30;DnaJ heat shock protein family (Hsp40) member C30
38918_at;0,0414;0,0108;0,25383961;SOX13;SRY-box 13
228529_at;0,0414;0,0108;0,72474468;LSM8;LSM8 homolog, U6 small nuclear RNA associated
208282_x_at;0,0414;0,0108;2,08910822;DAZ4///DAZ2///DAZ3///DAZ1;deleted in azoospermia 4///deleted in azoospermia 2///deleted in azoospermia 3///deleted in azoospermia 1
202535_at;0,0415;0,0108;0,24518709;FADD;Fas associated via death domain
200968_s_at;0,0415;0,0108;0,50754659;PPIB;peptidylprolyl isomerase B
242358_at;0,0415;0,0108;-1,4189492;RASSF8-AS1;RASSF8 atnisense RNA 1
202116_at;0,0415;0,0108;0,24932933;DPF2;double PHD fingers 2
1564386_at;0,0415;0,0108;-0,45686749;TXNDC8;thioredoxin domain containing 8
239231_at;0,0415;0,0108;0,59890575;ZNF101;zinc finger protein 101
203197_s_at;0,0415;0,0108;-0,37924373;C1orf123;chromosome 1 open reading frame 123
228922_at;0,0415;0,0108;-0,46134315;SHF;Src homology 2 domain containing F
207546_at;0,0415;0,0108;0,67396916;ATP4B;ATPase H+/K+ transporting beta subunit
1558334_a_at;0,0415;0,0108;-0,29939762;C22orf15;chromosome 22 open reading frame 15
1562888_at;0,0415;0,0108;0,78705902;GLB1L3;galactosidase beta 1 like 3
206956_at;0,0415;0,0108;-0,37437688;PMF1-BGLAP///PMF1///BGLAP;PMF1-BGLAP readthrough///polyamine-modulated factor 1///bone gamma-carboxyglutamate protein
214703_s_at;0,0415;0,0109;0,43474206;MAN2B2;mannosidase alpha class 2B member 2
200062_s_at;0,0415;0,0109;-0,31975905;RPL30;ribosomal protein L30
214068_at;0,0415;0,0109;1,35970722;BEAN1;brain expressed, associated with NEDD4, 1
1556267_at;0,0415;0,0109;-0,75211797;MYRFL;myelin regulatory factor-like
227534_at;0,0415;0,0109;-0,45228789;AAED1;AhpC/TSA antioxidant enzyme domain containing 1
230288_at;0,0416;0,0109;-0,42391066;FGF14;fibroblast growth factor 14
218125_s_at;0,0416;0,0109;-0,69327383;CCDC25;coiled-coil domain containing 25
1561391_at;0,0416;0,0109;0,51782738;STAU2-AS1;STAU2 antisense RNA 1
218478_s_at;0,0416;0,0109;0,22100579;ZCCHC8;zinc finger CCHC-type containing 8
203643_at;0,0416;0,0109;-0,45168555;ERF;ETS2 repressor factor
225206_s_at;0,0416;0,0109;0,33358956;MTRF1L;mitochondrial translational release factor 1 like
223128_at;0,0416;0,0109;-0,40103428;FOXRED1;FAD dependent oxidoreductase domain containing 1
1552863_a_at;0,0416;0,0109;0,22461852;CACNG6;calcium voltage-gated channel auxiliary subunit gamma 6
226685_at;0,0416;0,0109;-0,49202784;SNTB2;syntrophin beta 2
242770_at;0,0417;0,0109;0,3397501;FRG1JP;FSHD region gene 1 family member J, pseudogene
221832_s_at;0,0417;0,0109;-0,24468819;LUZP1;leucine zipper protein 1
234488_s_at;0,0417;0,0109;-0,59687441;GMCL1P1///GMCL1;germ cell-less, spermatogenesis associated 1 pseudogene 1///germ cell-less, spermatogenesis associated 1
215873_x_at;0,0417;0,0109;-0,29034053;ABCC10;ATP binding cassette subfamily C member 10
219522_at;0,0417;0,0109;-1,05104071;FJX1;four jointed box 1
220125_at;0,0417;0,0109;-1,35332407;DNAI1;dynein axonemal intermediate chain 1
220578_at;0,0417;0,0109;0,35898232;ADAMTSL4;ADAMTS like 4
210612_s_at;0,0418;0,011;-0,34945758;SYNJ2;synaptojanin 2
57082_at;0,0418;0,011;-0,33891109;LDLRAP1;low density lipoprotein receptor adaptor protein 1
206076_at;0,0418;0,011;-1,17523275;LRRC23;leucine rich repeat containing 23
225747_at;0,0418;0,011;-0,97949435;COQ10A;coenzyme Q10A
225297_at;0,0418;0,011;-0,50633878;HAUS1;HAUS augmin like complex subunit 1
201158_at;0,0418;0,011;0,20857341;NMT1;N-myristoyltransferase 1
213861_s_at;0,0418;0,011;-0,38631939;METTL21B;methyltransferase like 21B
1552586_at;0,0418;0,011;0,41101856;TRPV3;transient receptor potential cation channel subfamily V member 3
228100_at;0,0418;0,011;-0,91075606;PIFO;primary cilia formation
223412_at;0,0418;0,011;0,29208559;KBTBD7;kelch repeat and BTB domain containing 7
228427_at;0,0418;0,011;-0,43966989;FBXO16;F-box protein 16
218389_s_at;0,0418;0,011;0,39572967;APH1A;aph-1 homolog A, gamma-secretase subunit
218729_at;0,0418;0,011;-0,98709887;LXN;latexin
238320_at;0,0418;0,011;-0,36844835;MIR612///NEAT1;microRNA 612///nuclear paraspeckle assembly transcript 1 (non-protein coding)
219342_at;0,0418;0,011;-0,61907868;CASD1;CAS1 domain containing 1
1553158_at;0,0418;0,011;-0,94206048;CEP19;centrosomal protein 19
241014_at;0,0418;0,011;-1,33292629;FLG-AS1;FLG antisense RNA 1
235218_x_at;0,0418;0,011;0,32076561;THAP6;THAP domain containing 6
213894_at;0,0419;0,011;-0,77937949;THSD7A;thrombospondin type 1 domain containing 7A
230881_at;0,0419;0,011;0,41047998;CCDC42;coiled-coil domain containing 42
226279_at;0,0419;0,011;-0,9175547;PRSS23;protease, serine 23
208311_at;0,0419;0,011;0,4880635;GPR50;G protein-coupled receptor 50
216482_x_at;0,0419;0,011;-0,40759064;ZNF79;zinc finger protein 79
201566_x_at;0,0419;0,011;0,31461865;ID2;inhibitor of DNA binding 2, HLH protein
208042_at;0,0419;0,011;-0,27539465;AGGF1;angiogenic factor with G-patch and FHA domains 1
214124_x_at;0,0419;0,011;-0,87676457;FGFR1OP;FGFR1 oncogene partner
205339_at;0,0419;0,011;-0,31238042;STIL;SCL/TAL1 interrupting locus
203358_s_at;0,0419;0,011;-0,41708163;EZH2;enhancer of zeste 2 polycomb repressive complex 2 subunit
243957_at;0,0419;0,011;-0,76819998;LOC100128108;putative ubiquitin-conjugating enzyme E2Q2-like protein
213302_at;0,0419;0,011;-1,61827984;PFAS;phosphoribosylformylglycinamidine synthase
209510_at;0,0419;0,011;0,41013606;RNF139;ring finger protein 139
244406_at;0,0419;0,011;0,26941709;ZNF625-ZNF20///ZNF625;ZNF625-ZNF20 readthrough (NMD candidate)///zinc finger protein 625
209687_at;0,0419;0,011;-0,62711144;CXCL12;C-X-C motif chemokine ligand 12
209496_at;0,0419;0,011;-1,21081314;RARRES2;retinoic acid receptor responder 2
212910_at;0,0419;0,011;-0,37506147;THAP11;THAP domain containing 11
207831_x_at;0,0419;0,011;-0,21879316;DHPS;deoxyhypusine synthase
221416_at;0,0419;0,0111;0,44517386;PLA2G2F;phospholipase A2 group IIF
224574_at;0,042;0,0111;-0,26052301;RNASEK-C17orf49///C17orf49;RNASEK-C17orf49 readthrough///chromosome 17 open reading frame 49
206509_at;0,042;0,0111;-1,13588902;PIP;prolactin induced protein
206850_at;0,042;0,0111;-0,45899173;RASL10A;RAS like family 10 member A
224925_at;0,042;0,0111;-1,4293841;PREX1;phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1
212814_at;0,042;0,0111;0,95502872;AHCYL2;adenosylhomocysteinase like 2
200704_at;0,042;0,0111;0,25054347;LITAF;lipopolysaccharide induced TNF factor
228184_at;0,042;0,0111;0,66972311;DISP1;dispatched RND transporter family member 1
1568597_at;0,042;0,0111;-0,39238357;LOC646762;uncharacterized LOC646762
230683_at;0,042;0,0111;0,66298886;PPP4R1L;protein phosphatase 4 regulatory subunit 1 like (pseudogene)
236493_at;0,042;0,0111;0,34241273;NKAPP1;NFKB activating protein pseudogene 1
214180_at;0,042;0,0111;-0,89161126;MAN1C1;mannosidase alpha class 1C member 1
202191_s_at;0,0421;0,0111;-1,81858493;GAS7;growth arrest specific 7
222817_at;0,0421;0,0111;0,6618939;HSD3B7;hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
207253_s_at;0,0421;0,0111;0,23761787;UBN1;ubinuclein 1
214120_at;0,0421;0,0111;4,91753046;RFPL1S;RFPL1 antisense RNA 1
224415_s_at;0,0421;0,0111;-0,4244477;HINT2;histidine triad nucleotide binding protein 2
214155_s_at;0,0421;0,0111;0,29925129;LARP4;La ribonucleoprotein domain family member 4
220251_at;0,0421;0,0111;-0,8270052;DIEXF;digestive organ expansion factor homolog (zebrafish)
208709_s_at;0,0421;0,0111;-0,19659001;NRDC;nardilysin convertase
215669_at;0,0422;0,0111;0,5762837;HLA-DRB4;major histocompatibility complex, class II, DR beta 4
230608_at;0,0422;0,0111;-0,73116482;TSACC;TSSK6 activating cochaperone
1554791_a_at;0,0422;0,0111;-0,91050394;KANSL1L;KAT8 regulatory NSL complex subunit 1 like
227046_at;0,0422;0,0112;-0,53185796;SLC39A11;solute carrier family 39 member 11
238983_at;0,0422;0,0112;-0,91303871;NSUN7;NOP2/Sun RNA methyltransferase family member 7
216866_s_at;0,0422;0,0112;-0,36781392;COL14A1;collagen type XIV alpha 1 chain
234341_x_at;0,0422;0,0112;-0,63724589;LOC91548;uncharacterized LOC91548
1553174_at;0,0422;0,0112;0,29801183;JPH2;junctophilin 2
219722_s_at;0,0422;0,0112;1,0537418;GDPD3;glycerophosphodiester phosphodiesterase domain containing 3
207621_s_at;0,0422;0,0112;-0,52203795;PEMT;phosphatidylethanolamine N-methyltransferase
203732_at;0,0422;0,0112;0,34295138;TRIP4;thyroid hormone receptor interactor 4
218973_at;0,0423;0,0112;0,55051346;EFL1;elongation factor like GTPase 1
240740_at;0,0423;0,0112;-0,53636248;LOC100507443;uncharacterized LOC100507443
212885_at;0,0424;0,0112;-0,25852509;MPHOSPH10;M-phase phosphoprotein 10
205444_at;0,0424;0,0112;-0,67906267;ATP2A1;ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1
219102_at;0,0424;0,0112;0,38914643;RCN3;reticulocalbin 3
1555841_at;0,0424;0,0112;-0,35070076;MSANTD3;Myb/SANT DNA binding domain containing 3
214203_s_at;0,0424;0,0112;-0,96614749;LOC102724788///PRODH;proline dehydrogenase 1, mitochondrial///proline dehydrogenase 1
218369_s_at;0,0424;0,0112;1,16956607;EXOSC1;exosome component 1
214112_s_at;0,0424;0,0112;0,78980757;CXorf40B///CXorf40A;chromosome X open reading frame 40B///chromosome X open reading frame 40A
201059_at;0,0424;0,0112;-0,18012341;CTTN;cortactin
221736_at;0,0424;0,0112;-0,2754857;RALGAPB;Ral GTPase activating protein non-catalytic beta subunit
210322_x_at;0,0424;0,0112;0,5361361;UTY;ubiquitously transcribed tetratricopeptide repeat containing, Y-linked
225713_at;0,0424;0,0112;-0,48964999;STK11IP;serine/threonine kinase 11 interacting protein
205443_at;0,0425;0,0113;-0,80636351;SNAPC1;small nuclear RNA activating complex polypeptide 1
219656_at;0,0425;0,0113;0,64106549;PCDH12;protocadherin 12
207367_at;0,0425;0,0113;-0,6326587;ATP12A;ATPase H+/K+ transporting non-gastric alpha2 subunit
220724_at;0,0425;0,0113;-1,02194996;CWH43;cell wall biogenesis 43 C-terminal homolog
224528_s_at;0,0425;0,0113;4,3711831;KCNIP2;potassium voltage-gated channel interacting protein 2
222905_s_at;0,0425;0,0113;-0,61340467;TMEM143;transmembrane protein 143
209048_s_at;0,0425;0,0113;0,32172054;ZMYND8;zinc finger MYND-type containing 8
219598_s_at;0,0425;0,0113;-0,23202279;RWDD1;RWD domain containing 1
206571_s_at;0,0426;0,0113;0,36416087;MAP4K4;mitogen-activated protein kinase kinase kinase kinase 4
204674_at;0,0426;0,0113;-0,98357626;LRMP;lymphoid restricted membrane protein
227071_at;0,0426;0,0113;-0,28720898;ZNF414;zinc finger protein 414
233543_s_at;0,0426;0,0113;-0,92982451;FAM175A;family with sequence similarity 175 member A
224997_x_at;0,0426;0,0113;-1,76530727;MIR675///H19;microRNA 675///H19, imprinted maternally expressed transcript (non-protein coding)
205756_s_at;0,0426;0,0113;-0,9614779;F8;coagulation factor VIII
211359_s_at;0,0426;0,0113;-0,62582373;OPRM1;opioid receptor mu 1
221185_s_at;0,0426;0,0113;-1,18803392;IQCG;IQ motif containing G
203545_at;0,0426;0,0113;-0,79777521;ALG8;ALG8, alpha-1,3-glucosyltransferase
221711_s_at;0,0426;0,0113;-0,26283237;BABAM1;BRISC and BRCA1 A complex member 1
203550_s_at;0,0426;0,0113;0,53107686;FAM189B;family with sequence similarity 189 member B
229651_at;0,0426;0,0113;0,93178851;SEZ6;seizure related 6 homolog
217211_at;0,0426;0,0113;0,46907677;ACTBP9;actin, beta pseudogene 9
217943_s_at;0,0426;0,0113;0,56491588;MAP7D1;MAP7 domain containing 1
203031_s_at;0,0426;0,0113;-0,5119176;UROS;uroporphyrinogen III synthase
229588_at;0,0426;0,0113;-1,17072157;DNAJC10;DnaJ heat shock protein family (Hsp40) member C10
1569470_a_at;0,0427;0,0113;0,63759331;FRMD5;FERM domain containing 5
212685_s_at;0,0427;0,0113;-0,40173579;TBL2;transducin (beta)-like 2
226754_at;0,0427;0,0113;0,34770777;ZNF251;zinc finger protein 251
202208_s_at;0,0427;0,0113;-0,4617846;ARL4C;ADP ribosylation factor like GTPase 4C
205406_s_at;0,0427;0,0114;-1,16853958;SPA17;sperm autoantigenic protein 17
228530_at;0,0427;0,0114;-0,35775416;MZT1;mitotic spindle organizing protein 1
1558459_s_at;0,0428;0,0114;-0,51233171;LOC101928623///LOC401320;uncharacterized LOC101928623///uncharacterized LOC401320
222744_s_at;0,0428;0,0114;-0,28310414;TMLHE;trimethyllysine hydroxylase, epsilon
231412_at;0,0428;0,0114;0,45713289;LOC101929709;uncharacterized LOC101929709
1555544_a_at;0,0428;0,0114;-0,39224775;CADM2;cell adhesion molecule 2
207630_s_at;0,0428;0,0114;0,47355472;CREM;cAMP responsive element modulator
229323_at;0,0428;0,0114;-0,95012141;LINC00959;long intergenic non-protein coding RNA 959
218345_at;0,0428;0,0114;0,53029464;TMEM176A;transmembrane protein 176A
1558497_a_at;0,0428;0,0114;0,74519333;LOC100505609;uncharacterized LOC100505609
1558128_at;0,0428;0,0114;-1,68643396;LOC730202;uncharacterized LOC730202
228385_at;0,0428;0,0114;0,23636735;DDX59;DEAD-box helicase 59
1569979_at;0,0428;0,0114;0,52840433;HKR1;HKR1, GLI-Kruppel zinc finger family member
226790_at;0,0428;0,0114;-1,08405509;MORN2;MORN repeat containing 2
238612_at;0,0429;0,0114;-0,54085295;BRD4;bromodomain containing 4
225432_s_at;0,0429;0,0114;-0,32560586;PET117///KAT14;PET117 homolog///lysine acetyltransferase 14
225624_at;0,0429;0,0114;-1,10317471;SNX29;sorting nexin 29
231389_at;0,0429;0,0114;-1,32996875;PIH1D3;PIH1 domain containing 3
226370_at;0,0429;0,0114;0,37728311;KLHL15;kelch like family member 15
1569775_at;0,0429;0,0114;-0,25924242;RNF157;ring finger protein 157
224145_s_at;0,0429;0,0114;0,44039604;SPTBN4;spectrin beta, non-erythrocytic 4
224738_x_at;0,0429;0,0114;-0,33073659;RPL7L1;ribosomal protein L7 like 1
225559_at;0,0429;0,0114;0,30998634;CCDC174;coiled-coil domain containing 174
221553_at;0,043;0,0115;0,3320229;MAGT1;magnesium transporter 1
200627_at;0,043;0,0115;-0,5169369;PTGES3;prostaglandin E synthase 3
236271_at;0,043;0,0115;-0,26233774;LOC101927085;uncharacterized LOC101927085
227460_at;0,043;0,0115;1,10903071;FAM208A;family with sequence similarity 208 member A
